id,category,vulnerability_family,error_name,priority,severity,target_action,oracle_required,evidence_required,reward_trigger,reward_evidence,reward_control,reward_reproduce,reward_confirm,penalty_fp,penalty_duplicate,penalty_unsafe,safe_fixture,source_reference
SEC-078,access-control,permission-drift,권한 변경 후 이전 권한 재사용 (support),상,1.0,권한 회수 후 기존 세션으로 support 재호출,회수 뒤 보호 자원 접근이 성공하면 취약,role_diff;session;status;access_log,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-078,OWASP Top 10 2021 A01 Broken Access Control; OWASP API1/API5:2023
SEC-079,access-control,permission-drift,권한 변경 후 이전 권한 재사용 (analytics),상,1.0,권한 회수 후 기존 세션으로 analytics 재호출,회수 뒤 보호 자원 접근이 성공하면 취약,role_diff;session;status;access_log,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-079,OWASP Top 10 2021 A01 Broken Access Control; OWASP API1/API5:2023
SEC-080,access-control,permission-drift,권한 변경 후 이전 권한 재사용 (exports),상,1.0,권한 회수 후 기존 세션으로 exports 재호출,회수 뒤 보호 자원 접근이 성공하면 취약,role_diff;session;status;access_log,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-080,OWASP Top 10 2021 A01 Broken Access Control; OWASP API1/API5:2023
SEC-081,access-control,permission-drift,권한 변경 후 이전 권한 재사용 (imports),상,1.0,권한 회수 후 기존 세션으로 imports 재호출,회수 뒤 보호 자원 접근이 성공하면 취약,role_diff;session;status;access_log,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-081,OWASP Top 10 2021 A01 Broken Access Control; OWASP API1/API5:2023
SEC-082,access-control,permission-drift,권한 변경 후 이전 권한 재사용 (documents),상,1.0,권한 회수 후 기존 세션으로 documents 재호출,회수 뒤 보호 자원 접근이 성공하면 취약,role_diff;session;status;access_log,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-082,OWASP Top 10 2021 A01 Broken Access Control; OWASP API1/API5:2023
SEC-083,access-control,permission-drift,권한 변경 후 이전 권한 재사용 (teams),상,1.0,권한 회수 후 기존 세션으로 teams 재호출,회수 뒤 보호 자원 접근이 성공하면 취약,role_diff;session;status;access_log,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-083,OWASP Top 10 2021 A01 Broken Access Control; OWASP API1/API5:2023
SEC-084,access-control,permission-drift,권한 변경 후 이전 권한 재사용 (roles),상,1.0,권한 회수 후 기존 세션으로 roles 재호출,회수 뒤 보호 자원 접근이 성공하면 취약,role_diff;session;status;access_log,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-084,OWASP Top 10 2021 A01 Broken Access Control; OWASP API1/API5:2023
SEC-085,access-control,permission-drift,권한 변경 후 이전 권한 재사용 (audit-logs),상,1.0,권한 회수 후 기존 세션으로 audit-logs 재호출,회수 뒤 보호 자원 접근이 성공하면 취약,role_diff;session;status;access_log,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-085,OWASP Top 10 2021 A01 Broken Access Control; OWASP API1/API5:2023
SEC-086,access-control,permission-drift,권한 변경 후 이전 권한 재사용 (subscriptions),상,1.0,권한 회수 후 기존 세션으로 subscriptions 재호출,회수 뒤 보호 자원 접근이 성공하면 취약,role_diff;session;status;access_log,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-086,OWASP Top 10 2021 A01 Broken Access Control; OWASP API1/API5:2023
SEC-087,access-control,permission-drift,권한 변경 후 이전 권한 재사용 (devices),상,1.0,권한 회수 후 기존 세션으로 devices 재호출,회수 뒤 보호 자원 접근이 성공하면 취약,role_diff;session;status;access_log,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-087,OWASP Top 10 2021 A01 Broken Access Control; OWASP API1/API5:2023
SEC-088,access-control,permission-drift,권한 변경 후 이전 권한 재사용 (api-keys),상,1.0,권한 회수 후 기존 세션으로 api-keys 재호출,회수 뒤 보호 자원 접근이 성공하면 취약,role_diff;session;status;access_log,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-088,OWASP Top 10 2021 A01 Broken Access Control; OWASP API1/API5:2023
SEC-089,access-control,permission-drift,권한 변경 후 이전 권한 재사용 (webhooks),상,1.0,권한 회수 후 기존 세션으로 webhooks 재호출,회수 뒤 보호 자원 접근이 성공하면 취약,role_diff;session;status;access_log,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-089,OWASP Top 10 2021 A01 Broken Access Control; OWASP API1/API5:2023
SEC-090,access-control,permission-drift,권한 변경 후 이전 권한 재사용 (jobs),상,1.0,권한 회수 후 기존 세션으로 jobs 재호출,회수 뒤 보호 자원 접근이 성공하면 취약,role_diff;session;status;access_log,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-090,OWASP Top 10 2021 A01 Broken Access Control; OWASP API1/API5:2023
SEC-091,input-data,reflected-xss,반사형 XSS (검색창),상,1.0,검색창에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-091,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-092,input-data,reflected-xss,반사형 XSS (프로필 소개),상,1.0,프로필 소개에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-092,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-093,input-data,reflected-xss,반사형 XSS (문의 폼),상,1.0,문의 폼에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-093,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-094,input-data,reflected-xss,반사형 XSS (상품명 필드),상,1.0,상품명 필드에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-094,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-095,input-data,reflected-xss,반사형 XSS (파일 설명),상,1.0,파일 설명에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-095,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-096,input-data,reflected-xss,반사형 XSS (댓글 입력),상,1.0,댓글 입력에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-096,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-097,input-data,reflected-xss,반사형 XSS (예약 메모),상,1.0,예약 메모에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-097,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-098,input-data,reflected-xss,반사형 XSS (장바구니),상,1.0,장바구니에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-098,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-099,input-data,reflected-xss,반사형 XSS (결제 폼),상,1.0,결제 폼에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-099,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-100,input-data,reflected-xss,반사형 XSS (필터 파라미터),상,1.0,필터 파라미터에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-100,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-101,input-data,reflected-xss,반사형 XSS (로그인 폼),상,1.0,로그인 폼에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-101,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-102,input-data,reflected-xss,반사형 XSS (회원가입 폼),상,1.0,회원가입 폼에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-102,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-103,input-data,reflected-xss,반사형 XSS (주소 필드),상,1.0,주소 필드에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-103,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-104,input-data,reflected-xss,반사형 XSS (쿠폰 필드),상,1.0,쿠폰 필드에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-104,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-105,input-data,reflected-xss,반사형 XSS (정렬 파라미터),상,1.0,정렬 파라미터에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-105,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-106,input-data,reflected-xss,반사형 XSS (페이지네이션),상,1.0,페이지네이션에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-106,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-107,input-data,reflected-xss,반사형 XSS (파일명 필드),상,1.0,파일명 필드에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-107,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-108,input-data,reflected-xss,반사형 XSS (채팅 입력),상,1.0,채팅 입력에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-108,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-109,input-data,reflected-xss,반사형 XSS (공지사항),상,1.0,공지사항에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-109,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-110,input-data,reflected-xss,반사형 XSS (리뷰 입력),상,1.0,리뷰 입력에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-110,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-111,input-data,reflected-xss,반사형 XSS (태그 입력),상,1.0,태그 입력에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-111,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-112,input-data,reflected-xss,반사형 XSS (초대 메시지),상,1.0,초대 메시지에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-112,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-113,input-data,reflected-xss,반사형 XSS (배송 메모),상,1.0,배송 메모에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-113,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-114,input-data,reflected-xss,반사형 XSS (환불 사유),상,1.0,환불 사유에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-114,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-115,input-data,reflected-xss,반사형 XSS (검색 제안),상,1.0,검색 제안에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-115,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-116,input-data,reflected-xss,반사형 XSS (알림 제목),상,1.0,알림 제목에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-116,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-117,input-data,reflected-xss,반사형 XSS (캘린더 제목),상,1.0,캘린더 제목에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-117,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-118,input-data,reflected-xss,반사형 XSS (리포트 필터),상,1.0,리포트 필터에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-118,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-119,input-data,reflected-xss,반사형 XSS (CSV 업로드),상,1.0,CSV 업로드에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-119,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-120,input-data,reflected-xss,반사형 XSS (API query),상,1.0,API query에 안전 marker 입력,marker가 executable DOM sink에 삽입되면 취약,input;request;response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-120,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-121,input-data,stored-xss,저장형 XSS (검색창),상,1.0,검색창에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-121,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-122,input-data,stored-xss,저장형 XSS (프로필 소개),상,1.0,프로필 소개에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-122,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-123,input-data,stored-xss,저장형 XSS (문의 폼),상,1.0,문의 폼에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-123,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-124,input-data,stored-xss,저장형 XSS (상품명 필드),상,1.0,상품명 필드에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-124,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-125,input-data,stored-xss,저장형 XSS (파일 설명),상,1.0,파일 설명에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-125,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-126,input-data,stored-xss,저장형 XSS (댓글 입력),상,1.0,댓글 입력에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-126,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-127,input-data,stored-xss,저장형 XSS (예약 메모),상,1.0,예약 메모에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-127,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-128,input-data,stored-xss,저장형 XSS (장바구니),상,1.0,장바구니에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-128,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-129,input-data,stored-xss,저장형 XSS (결제 폼),상,1.0,결제 폼에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-129,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-130,input-data,stored-xss,저장형 XSS (필터 파라미터),상,1.0,필터 파라미터에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-130,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-131,input-data,stored-xss,저장형 XSS (로그인 폼),상,1.0,로그인 폼에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-131,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-132,input-data,stored-xss,저장형 XSS (회원가입 폼),상,1.0,회원가입 폼에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-132,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-133,input-data,stored-xss,저장형 XSS (주소 필드),상,1.0,주소 필드에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-133,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-134,input-data,stored-xss,저장형 XSS (쿠폰 필드),상,1.0,쿠폰 필드에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-134,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-135,input-data,stored-xss,저장형 XSS (정렬 파라미터),상,1.0,정렬 파라미터에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-135,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-136,input-data,stored-xss,저장형 XSS (페이지네이션),상,1.0,페이지네이션에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-136,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-137,input-data,stored-xss,저장형 XSS (파일명 필드),상,1.0,파일명 필드에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-137,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-138,input-data,stored-xss,저장형 XSS (채팅 입력),상,1.0,채팅 입력에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-138,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-139,input-data,stored-xss,저장형 XSS (공지사항),상,1.0,공지사항에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-139,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-140,input-data,stored-xss,저장형 XSS (리뷰 입력),상,1.0,리뷰 입력에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-140,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-141,input-data,stored-xss,저장형 XSS (태그 입력),상,1.0,태그 입력에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-141,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-142,input-data,stored-xss,저장형 XSS (초대 메시지),상,1.0,초대 메시지에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-142,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-143,input-data,stored-xss,저장형 XSS (배송 메모),상,1.0,배송 메모에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-143,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-144,input-data,stored-xss,저장형 XSS (환불 사유),상,1.0,환불 사유에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-144,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-145,input-data,stored-xss,저장형 XSS (검색 제안),상,1.0,검색 제안에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-145,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-146,input-data,stored-xss,저장형 XSS (알림 제목),상,1.0,알림 제목에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-146,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-147,input-data,stored-xss,저장형 XSS (캘린더 제목),상,1.0,캘린더 제목에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-147,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-148,input-data,stored-xss,저장형 XSS (리포트 필터),상,1.0,리포트 필터에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-148,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-149,input-data,stored-xss,저장형 XSS (CSV 업로드),상,1.0,CSV 업로드에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-149,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-150,input-data,stored-xss,저장형 XSS (API query),상,1.0,API query에 안전 marker 저장 후 재조회,저장 marker가 executable DOM sink에 삽입되면 취약,input;write_response;read_response;dom_sink,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-150,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-151,input-data,sql-injection,SQL 인젝션 조건 분기 (검색창),상,1.0,정상 검색과 검색창 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-151,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-152,input-data,sql-injection,SQL 인젝션 조건 분기 (프로필 소개),상,1.0,정상 검색과 프로필 소개 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-152,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-153,input-data,sql-injection,SQL 인젝션 조건 분기 (문의 폼),상,1.0,정상 검색과 문의 폼 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-153,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-154,input-data,sql-injection,SQL 인젝션 조건 분기 (상품명 필드),상,1.0,정상 검색과 상품명 필드 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-154,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-155,input-data,sql-injection,SQL 인젝션 조건 분기 (파일 설명),상,1.0,정상 검색과 파일 설명 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-155,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
SEC-156,input-data,sql-injection,SQL 인젝션 조건 분기 (댓글 입력),상,1.0,정상 검색과 댓글 입력 안전 조건 marker 결과 비교,row count 또는 응답 집합이 비정상적으로 변하면 취약,input;request;status;row_count_diff,0.10,0.20,0.30,0.40,1.0,-1.00,0.00,-1.50,jwas-safe-156,OWASP Top 10 2021 A03 Injection; OWASP WSTG Input Validation
